StockCode,Description,Total_Quantity,Total_Revenue,Total_Orders,Avg_Price
22075,6 RIBBONS ELEGANT CHRISTMAS ,2801,4031.27,256,1.44
22601,CHRISTMAS RETROSPOT ANGEL WOOD,4923,4016.0699999999997,330,0.82
22833,HALL CABINET WITH 3 DRAWERS,118,4013.59,11,34.01
22127,PARTY CONES CARNIVAL ASSORTED,3445,3998.45,146,1.16
21355,TOAST ITS - I LOVE YOU ,3339,3982.15,278,1.19
22574,HEART WOODEN CHRISTMAS DECORATION,4684,3980.62,309,0.85
21535,RETRO SPOT SMALL MILK JUG,1637,3969.15,243,2.42
22959,WRAP CHRISTMAS VILLAGE,9663,3950.46,280,0.41
23163,REGENCY SUGAR TONGS,1714,3949.7000000000003,134,2.3
22053,EMPIRE DESIGN ROSETTE,4518,3948.92,66,0.87
22721,SET OF 3 CAKE TINS SKETCHBOOK,908,3942.82,246,4.34
23129,HEART SHAPED HOLLY WREATH,942,3933.1800000000003,165,4.18
22851,SET 20 NAPKINS FAIRY CAKES DESIGN ,4992,3931.8599999999997,451,0.79
20982,12 PENCILS TALL TUBE SKULLS,4601,3899.93,487,0.85
22278,OVERNIGHT BAG VINTAGE ROSE PAISLEY,799,3899.05,239,4.88
22474,SPACEBOY TV DINNER TRAY,888,3898.44,188,4.39
85132A,CHARLIE + LOLA BISCUITS TINS,1183,3896.65,147,3.29
22612,TEA COSY VINTAGE UNION JACK,988,3885.93,96,3.93
72807B,SET/3 OCEAN SCENT CANDLE JEWEL BOX,955,3884.51,162,4.07
22790,"MIRROR, ARCHED GEORGIAN",200,3884.000000000001,1,19.42
20677,PINK SPOTTY BOWL,3325,3882.65,266,1.17
20979,36 PENCILS TUBE RED SPOTTY,3225,3882.29,202,1.2
23144,ZINC T-LIGHT HOLDER STARS SMALL,4894,3879.98,237,0.79
23340,VINTAGE CHRISTMAS CAKE FRILL,2453,3879.4500000000003,122,1.58
23486,ANTIQUE HEART SHELF UNIT,267,3879.15,68,14.53
21844,RETRO SPOT MUG,1396,3878.2000000000003,125,2.78
37447,CERAMIC CAKE DESIGN SPOTTED PLATE,2693,3876.97,264,1.44
22548,HEADS AND TAILS SPORTING FUN,3315,3873.1,375,1.17
23557,LANDMARK FRAME BAKER STREET ,347,3867.85,29,11.15
72802B,OCEAN SCENT CANDLE IN JEWELLED BOX,1478,3862.88,189,2.61
23255,CHILDRENS CUTLERY CIRCUS PARADE,962,3852.44,143,4.0
46000M,POLYESTER FILLER PAD 45x45cm,2485,3851.75,342,1.55
20961,STRAWBERRY BATH SPONGE ,3138,3850.66,314,1.23
21987,PACK OF 6 SKULL PAPER CUPS,6320,3848.8,347,0.61
84509A,SET OF 4 ENGLISH ROSE PLACEMATS,1072,3842.84,245,3.58
21901,"KEY FOB , BACK DOOR ",6014,3833.42,575,0.64
21153,RED SPOTTY TABLECLOTH ,370,3832.5,123,10.36
21523,FANCY FONT HOME SWEET HOME DOORMAT,622,3822.5,128,6.15
21143,ANTIQUE GLASS HEART DECORATION ,2003,3819.45,152,1.91
21068,VINTAGE BILLBOARD LOVE/HATE MUG,3901,3817.23,257,0.98
22896,PEG BAG APPLES DESIGN,1586,3813.67,263,2.4
21244,BLUE POLKADOT PLATE ,2395,3805.6299999999997,184,1.59
21539,RETRO SPOTS BUTTER DISH,830,3793.5,147,4.57
22600,CHRISTMAS RETROSPOT STAR WOOD,4594,3793.3599999999997,345,0.83
71038,WHITE HANGING BEADS CANDLE HOLDER,717,3789.25,144,5.28
22747,POPPY'S PLAYHOUSE BATHROOM,1870,3789.0,327,2.03
51014A,"FEATHER PEN,HOT PINK",6048,3787.7599999999998,247,0.63
21524,SPOTTY  HOME SWEET HOME DOORMAT,650,3785.5,108,5.82
23205,CHARLOTTE BAG VINTAGE ALPHABET ,4750,3784.52,323,0.8
22530,MAGIC DRAWING SLATE DOLLY GIRL ,9438,3781.8,371,0.4
22639,SET OF 4 NAPKIN CHARMS HEARTS,1598,3776.2200000000003,248,2.36
20967,GREY FLORAL FELTCRAFT SHOULDER BAG,1023,3771.09,272,3.69
23283,DOORMAT VINTAGE LEAF,541,3766.57,121,6.96
23012,GLASS APOTHECARY BOTTLE PERFUME,1014,3763.6400000000003,198,3.71
23050,RECYCLED ACAPULCO MAT GREEN,459,3763.55,176,8.2
23306,SET OF 36 DOILIES PANTRY DESIGN,2653,3761.9199999999996,195,1.42
22892,SET OF SALT AND PEPPER TOADSTOOLS,3084,3759.2400000000002,248,1.22
21679,SKULLS  STICKERS,4691,3756.47,268,0.8
22926,IVORY GIANT GARDEN THERMOMETER,649,3753.55,201,5.78
23193,BUFFALO BILL TREASURE BOOK BOX,1847,3750.57,137,2.03
23184,BULL DOG BOTTLE OPENER,778,3749.5,197,4.82
23534,WALL ART STOP FOR TEA ,688,3748.1800000000003,153,5.45
22573,STAR WOODEN CHRISTMAS DECORATION,4502,3739.3399999999997,290,0.83
21955,UNION JACK GUNS & ROSES  DOORMAT,747,3737.4500000000003,87,5.0
22736,RIBBON REEL MAKING SNOWMEN ,2274,3735.2599999999998,293,1.64
72349B,SET/6 PURPLE BUTTERFLY T-LIGHTS,1914,3734.0400000000004,237,1.95
20963,APPLE BATH SPONGE,3038,3729.29,293,1.23
22782,SET 3 WICKER STORAGE BASKETS ,254,3712.2999999999997,84,14.62
22797,CHEST OF DRAWERS GINGHAM HEART ,222,3711.24,125,16.72
22800,ANTIQUE TALL SWIRLGLASS TRINKET POT,1003,3709.63,189,3.7
21714,CITRONELLA CANDLE GARDEN POT,3357,3707.37,322,1.1
85040B,SET/4 BLUE FLOWER CANDLES IN BOWL,2415,3703.95,232,1.53
21810,CHRISTMAS HANGING STAR WITH BELL,6281,3698.65,241,0.59
23309,SET OF 60 I LOVE LONDON CAKE CASES ,7670,3697.7,294,0.48
21495,SKULLS AND CROSSBONES WRAP,9065,3695.3,267,0.41
23351,ROLL WRAP 50'S CHRISTMAS,3054,3694.02,271,1.21
20981,12 PENCILS TALL TUBE WOODLAND,4431,3691.47,427,0.83
21034,REX CASH+CARRY JUMBO SHOPPER,3884,3689.7999999999997,1857,0.95
72802A,ROSE SCENT CANDLE IN JEWELLED BOX,900,3689.2799999999997,169,4.1
21470,FLOWER VINE RAFFIA FOOD COVER,1011,3687.1800000000003,266,3.65
22723,SET OF 6 HERB TINS SKETCHBOOK,1054,3686.1400000000003,235,3.5
22272,FELTCRAFT DOLL MARIA,1343,3684.9100000000003,276,2.74
84950,ASSORTED COLOUR T-LIGHT HOLDER,5610,3677.1400000000003,221,0.66
85184C,S/4 VALENTINE DECOUPAGE HEART BOX,1947,3675.55,211,1.89
23110,PARISIENNE KEY CABINET ,662,3673.7,219,5.55
21472,LADYBIRD + BEE RAFFIA FOOD COVER,999,3669.45,235,3.67
85053,FRENCH ENAMEL CANDLEHOLDER,1845,3667.29,277,1.99
22284,HEN HOUSE DECORATION,2341,3665.25,233,1.57
22594,CHRISTMAS GINGHAM TREE,4354,3661.12,290,0.84
22980,PANTRY SCRUBBING BRUSH,2286,3656.94,242,1.6
21494,ROTATING LEAVES T-LIGHT HOLDER,2813,3655.28,241,1.3
22823,CHEST NATURAL WOOD 20 DRAWERS,32,3655.0,18,114.22
47580,TEA TIME DES TEA COSY,1533,3651.91,263,2.38
20675,BLUE POLKADOT BOWL,3116,3649.9700000000003,275,1.17
21238,RED SPOTTY CUP,4473,3649.17,360,0.82
21592,RETRO SPOT  CIGAR BOX MATCHES ,3101,3648.25,187,1.18
21795,SET OF 3 BLUE STRIPE BASKET,436,3632.9700000000003,76,8.33
22359,GLASS JAR KINGS CHOICE,1185,3631.87,147,3.06
85049C,ROMANTIC PINKS RIBBONS ,2927,3630.32,459,1.24
22830,UTILTY CABINET WITH HOOKS,178,3623.2,16,20.36
21064,BOOM BOX SPEAKER BOYS,721,3620.65,103,5.02
23064,CINDERELLA CHANDELIER ,220,3617.6000000000004,22,16.44
21243,PINK  POLKADOT PLATE ,2282,3614.66,172,1.58
22544,MINI JIGSAW SPACEBOY,9209,3613.4,261,0.39
22788,BROCANTE COAT RACK,459,3609.95,68,7.86
21911,GARDEN METAL SIGN ,2374,3609.9,256,1.52
21244,BLUE  SPOTTY PLATE ,2272,3609.2799999999997,179,1.59
21899,"KEY FOB , GARAGE DESIGN",5785,3601.73,408,0.62
22458,CAST IRON HOOK GARDEN FORK,1487,3599.6099999999997,151,2.42
22843,BISCUIT TIN VINTAGE GREEN,573,3591.73,161,6.27
22775,PURPLE DRAWERKNOB ACRYLIC EDWARDIAN,2949,3590.06,182,1.22
21913,VINTAGE SEASIDE JIGSAW PUZZLES,988,3590.02,204,3.63
20754,RETROSPOT RED WASHING UP GLOVES,1804,3581.76,341,1.99
22398,MAGNETS PACK OF 4 SWALLOWS,4186,3573.95,394,0.85
23049,RECYCLED ACAPULCO MAT RED,435,3572.75,169,8.21
23092,LARGE ANTIQUE WHITE PHOTO FRAME,507,3568.26,125,7.04
22245,"HOOK, 1 HANGER ,MAGIC GARDEN",4371,3563.5499999999997,273,0.82
21042,RED RETROSPOT APRON ,637,3556.15,159,5.58
35924,HANGING FAIRY CAKE DECORATION,2003,3554.4,100,1.77
22704,WRAP RED APPLES ,8650,3553.0,293,0.41
23299,FOOD COVER WITH BEADS SET 2 ,977,3545.17,121,3.63
84598,BOYS ALPHABET IRON ON PATCHES,18241,3542.61,41,0.19
22244,"HOOK, 3 HANGER ,MAGIC GARDEN",1919,3533.2499999999995,141,1.84
20750, RED/WHITE DOT MINI CASES,478,3528.18,138,7.38
21181,PLEASE ONE PERSON  METAL SIGN,1787,3524.7000000000003,150,1.97
22125,UNION JACK HOT WATER BOTTLE ,608,3514.6000000000004,157,5.78
22497,SET OF 2 TINS VINTAGE BATHROOM ,838,3511.5,205,4.19
22080,RIBBON REEL SPOTS DESIGN ,2157,3509.05,244,1.63
23236,STORAGE TIN VINTAGE DOILY ,1235,3502.15,158,2.84
22353,LUNCH BOX WITH CUTLERY FAIRY CAKES ,1429,3498.15,217,2.45
70006,LOVE HEART POCKET WARMER,4184,3495.5,171,0.84
23089,GLASS BON BON JAR,2135,3495.27,134,1.64
21499,BLUE POLKADOT WRAP,8675,3493.5,262,0.4
22744,MAKE YOUR OWN MONSOON CARD KIT,1391,3489.4900000000002,254,2.51
22057,CERAMIC PLATE STRAWBERRY DESIGN,2903,3484.35,173,1.2
71477,COLOURED GLASS STAR T-LIGHT HOLDER,996,3474.88,42,3.49
23081,GREEN METAL BOX ARMY SUPPLIES,437,3474.39,111,7.95
22591,CARDHOLDER GINGHAM CHRISTMAS TREE,1284,3474.14,174,2.71
22118,JOY WOODEN BLOCK LETTERS,765,3466.03,243,4.53
23111,PARISIENNE SEWING BOX,296,3464.8,124,11.71
22334,DINOSAUR PARTY BAG + STICKER SET,2196,3460.24,246,1.58
23349,ROLL WRAP VINTAGE CHRISTMAS,2847,3450.39,246,1.21
84558A,3D DOG PICTURE PLAYING CARDS,1207,3445.4500000000003,169,2.85
23085,ANTIQUE SILVER BAUBLE LAMP  ,369,3437.7000000000003,72,9.32
23112,PARISIENNE CURIO CABINET,471,3437.3,183,7.3
85206A,CREAM FELT EASTER EGG BASKET,2148,3436.2,283,1.6
21992,VINTAGE PAISLEY STATIONERY SET,2064,3436.04,308,1.66
23130,MISTLETOE HEART WREATH GREEN,838,3435.62,162,4.1
20692,FLORAL ELEPHANT SOFT TOY,879,3434.25,116,3.91
21743,STAR PORTABLE TABLE LIGHT ,1229,3433.55,139,2.79
23497,CLASSIC CHROME BICYCLE BELL ,2451,3431.35,170,1.4
84968B,S/16 VINTAGE IVORY CUTLERY,276,3420.0,76,12.39
23194,GYMKHANA TREASURE BOOK BOX,1630,3417.83,156,2.1
23535,WALL ART BICYCLE SAFETY,644,3412.52,120,5.3
21041,RED SPOTTY OVEN GLOVE DOUBLE,1232,3408.4,130,2.77
21509,COWBOYS AND INDIANS BIRTHDAY CARD ,8455,3396.07,498,0.4
23191,BUNDLE OF 3 RETRO NOTE BOOKS,2099,3393.35,240,1.62
22320,BIRDS MOBILE VINTAGE DESIGN,578,3390.46,169,5.87
22602,CHRISTMAS RETROSPOT HEART WOOD,4217,3384.77,241,0.8
20748,KENSINGTON COFFEE SET,359,3371.25,114,9.39
22764,"RUSTIC WOODEN CABINET, GLASS DOORS",181,3362.5699999999997,24,18.58
22356,"CHARLOTTE BAG , PINK/WHITE SPOTS",4216,3360.0,262,0.8
84508A,CAMOFLAGE DESIGN TEDDY,1584,3358.8,42,2.12
21717,EASTER TIN BUCKET,1405,3355.95,143,2.39
21238,RED RETROSPOT CUP,4175,3355.05,340,0.8
22425,ENAMEL COLANDER CREAM,692,3352.01,240,4.84
23032,DRAWER KNOB CRACKLE GLAZE IVORY,2076,3348.6,177,1.61
22047,EMPIRE GIFT WRAP,8225,3340.5,260,0.41
48197,DOOR MAT BIRD ON THE WIRE,562,3337.8,121,5.94
23294,SET OF 6 SNACK LOAF BAKING CASES,4264,3336.94,291,0.78
22478,BIRDHOUSE GARDEN MARKER ,2537,3336.85,216,1.32
23552,BICYCLE PUNCTURE REPAIR KIT ,1730,3336.7200000000003,103,1.93
22743,MAKE YOUR OWN FLOWERPOWER CARD KIT,1309,3334.51,263,2.55
47505,MINATURE COLOURED GARDENING SET,716,3331.7000000000003,160,4.65
22777,GLASS CLOCHE LARGE,420,3324.3500000000004,75,7.92
72807A,SET/3 ROSE CANDLE IN JEWELLED BOX,815,3320.31,137,4.07
23189,SET OF 12 FORK CANDLES,1215,3319.35,113,2.73
22314,OFFICE MUG WARMER CHOC+BLUE,1020,3315.5400000000004,180,3.25
23210,WHITE ROCKING HORSE HAND PAINTED,2750,3311.5,154,1.2
22445,PENCIL CASE LIFE IS BEAUTIFUL,1138,3311.3,208,2.91
84596B,SMALL DOLLY MIX DESIGN ORANGE BOWL,5484,3304.59,509,0.6
21067,VINTAGE RED TEATIME MUG,4517,3302.7200000000003,180,0.73
23571,TRADITIONAL NAUGHTS & CROSSES,2018,3300.9,216,1.64
21500,PINK POLKADOT WRAP ,8125,3298.5,260,0.41
23156,SET OF 5 MINI GROCERY MAGNETS,1631,3297.2200000000003,184,2.02
18097C,WHITE TALL PORCELAIN T-LIGHT HOLDER,1534,3293.7,159,2.15
22962,JAM JAR WITH PINK LID,4141,3293.65,257,0.8
21787,RAIN PONCHO WITH RED SPOTS,4462,3288.7,118,0.74
21556,CERAMIC STRAWBERRY MONEY BOX,1370,3281.1,174,2.39
23091,ZINC HERB GARDEN CONTAINER,535,3279.82,187,6.13
22536,MAGIC DRAWING SLATE PURDEY,8378,3265.56,313,0.39
23009,I LOVE LONDON BABY GIFT SET,209,3262.5499999999997,61,15.61
22807,SET OF 6 T-LIGHTS TOADSTOOLS,1192,3257.0400000000004,183,2.73
23332,IVORY WICKER HEART LARGE,1979,3255.75,267,1.65
22778,GLASS CLOCHE SMALL,890,3255.66,143,3.66
21902,"KEY FOB , FRONT  DOOR ",5225,3244.59,408,0.62
22603,CHRISTMAS RETROSPOT TREE WOOD,3949,3239.65,301,0.82
21559,STRAWBERRY LUNCHBOX WITH CUTLERY,1402,3236.7,153,2.31
22355,"CHARLOTTE BAG , SUKI DESIGN",4072,3233.7,234,0.79
84352,SILVER CHRISTMAS TREE BAUBLE STAND ,198,3232.1,118,16.32
20983,12 PENCILS TALL TUBE RED RETROSPOT,3807,3229.71,336,0.85
84580,MOUSE TOY WITH PINK T-SHIRT,860,3228.8,312,3.75
21794,CLASSIC FRENCH STYLE BASKET NATURAL,677,3226.87,152,4.77
21917,SET 12 KIDS  WHITE CHALK STICKS,7892,3226.38,381,0.41
22967,SET 3 SONG BIRD PAPER EGGS ASSORTED,1159,3224.65,131,2.78
22440,BALLOON WATER BOMB PACK OF 35,8296,3224.52,258,0.39
22353,LUNCHBOX WITH CUTLERY FAIRY CAKES ,1371,3215.25,154,2.35
22352,LUNCHBOX WITH CUTLERY RETROSPOT ,1359,3214.35,191,2.37
22461,SAVOY ART DECO CLOCK,394,3214.2999999999997,130,8.16
23013,GLASS APOTHECARY BOTTLE TONIC,865,3211.09,180,3.71
22765,NEWSPAPER STAND,300,3210.2999999999997,42,10.7
21732,RED HANGING METAL STAR TLIGHT HLDR,923,3199.17,56,3.47
22769,CHALKBOARD KITCHEN ORGANISER,164,3198.8,35,19.5
22589,CARDHOLDER GINGHAM STAR,1225,3197.39,197,2.61
20675,BLUE SPOTTY BOWL,2700,3197.16,258,1.18
23230,WRAP ALPHABET DESIGN,7925,3196.5,232,0.4
21349,IVY HEART WREATH,492,3193.0,127,6.49
21211,SET OF 72 SKULL PAPER  DOILIES,2321,3192.6499999999996,184,1.38
21112,"SWISS ROLL TOWEL, PINK  SPOTS",1411,3190.4500000000003,101,2.26
22312,OFFICE MUG WARMER POLKADOT,995,3186.7900000000004,188,3.2
23426,METAL SIGN DROP YOUR PANTS,1230,3186.7799999999997,171,2.59
20966,SANDWICH BATH SPONGE,2576,3182.0,232,1.24
20702,PINK PADDED MOBILE,758,3178.0,237,4.19
21584,RETRO SPOT SMALL TUBE MATCHES,2001,3176.85,128,1.59
21845,DAIRY MAID STRIPE MUG,2419,3176.05,144,1.31
21993,FLORAL FOLK STATIONERY SET,2051,3171.4,282,1.55
23127,FELTCRAFT GIRL NICOLE KIT,645,3169.79,170,4.91
22822,CREAM WALL PLANTER HEART SHAPED,562,3169.41,168,5.64
22459,CAST IRON HOOK GARDEN TROWEL,1336,3164.96,148,2.37
20886,BOX OF 9 PEBBLE CANDLES,1686,3161.4,244,1.88
22579,WOODEN TREE CHRISTMAS SCANDINAVIAN,6566,3161.14,457,0.48
84356,POMPOM CURTAIN,660,3155.0,94,4.78
23350,ROLL WRAP VINTAGE SPOT ,2584,3154.4,246,1.22
22356,CHARLOTTE BAG PINK WITH WHITE SPOTS,3952,3151.2,246,0.8
21469,POLKA DOT RAFFIA FOOD COVER,1091,3148.16,176,2.89
23239,SET OF 4 KNICK KNACK TINS POPPIES,812,3142.4,155,3.87
21648,ASSORTED TUTTI FRUTTI SMALL PURSE,2612,3141.88,120,1.2
23388,WOODLAND MINI BACKPACK,784,3133.6000000000004,133,4.0
85040A,S/4 PINK FLOWER CANDLES IN BOWL,1905,3131.09,314,1.64
22059,CERAMIC STRWBERRY DESIGN MUG,2269,3130.25,166,1.38
22700,BLACK AND WHITE DOG BOWL,1377,3114.27,92,2.26
21054,NURSE'S BAG SOFT TOY,350,3112.5,163,8.89
21500,PINK SPOTS  WRAP ,7725,3102.5,229,0.4
79323GR,GREEN CHERRY LIGHTS,524,3100.2000000000003,76,5.92
22494,EMERGENCY FIRST AID TIN ,2502,3099.4,294,1.24
22702,BLACK AND WHITE CAT BOWL,1573,3097.7999999999997,82,1.97
21154,RED SPOTTY OVEN GLOVE ,2556,3095.44,249,1.21
23308,SET OF 60 VINTAGE LEAF CAKE CASES ,5955,3091.61,305,0.52
22902,TOTE BAG I LOVE LONDON,1610,3091.54,140,1.92
20992,JAZZ HEARTS PURSE NOTEBOOK,6030,3069.62,377,0.51
23353,6 GIFT TAGS VINTAGE CHRISTMAS ,3726,3068.82,253,0.82
22059,CERAMIC STRAWBERRY DESIGN MUG,2534,3064.3799999999997,199,1.21
21830,ASSORTED CREEPY CRAWLIES,7387,3059.95,225,0.41
21986,PACK OF 12 PINK SPOT TISSUES ,8151,3058.93,155,0.38
21466,RED FLOWER CROCHET FOOD COVER,823,3057.89,240,3.72
22531,MAGIC DRAWING SLATE CIRCUS PARADE  ,7504,3053.76,332,0.41
22475,SKULL DESIGN TV DINNER TRAY,690,3052.9,200,4.42
22122,SET OF 2 FANCY FONT TEA TOWELS,1053,3042.3500000000004,156,2.89
84975,HEART SHAPED MIRROR,1923,3041.07,167,1.58
21179,NO JUNK MAIL METAL SIGN,4039,3040.07,359,0.75
23168,CLASSIC CAFE SUGAR DISPENSER,2633,3037.1,208,1.15
21588,RETRO SPOT GIANT  TUBE MATCHES,1295,3034.9500000000003,102,2.34
23342,MINT DINER WALL CLOCK,363,3034.5,154,8.36
21364,PEACE SMALL WOOD LETTERS,439,3031.65,144,6.91
22076,6 RIBBONS EMPIRE  ,2100,3030.42,240,1.44
37410,BLACK AND WHITE PAISLEY FLOWER MUG,25685,3019.57,18,0.12
21351,CINAMMON & ORANGE WREATH,986,3018.7,135,3.06
23253,16 PIECE CUTLERY SET PANTRY DESIGN,210,3018.2999999999997,46,14.37
21707,"FOLDING UMBRELLA , BLACK/BLUE  SPOT",768,3015.6,62,3.93
37501,TEA TIME TEA SET IN GIFT BOX,436,3006.2000000000003,146,6.89
22863,SOAP DISH BROCANTE,1070,3002.9,148,2.81
85232D,SET/3 DECOUPAGE STACKING TINS,633,2998.95,175,4.74
22732,3D VINTAGE CHRISTMAS STICKERS ,2407,2995.59,205,1.24
22862,LOVE HEART NAPKIN BOX ,708,2993.0,184,4.23
20681,PINK SPOTTY CHILDS UMBRELLA,949,2991.25,175,3.15
22136,LOVE HEART SOCK HANGER,1882,2990.1,191,1.59
22366,DOOR MAT AIRMAIL ,427,2988.53,114,7.0
23065,LARGE DECO JEWELLERY STAND,246,2977.8,88,12.1
21936,RED/WHITE SPOT PICNIC BAG,1091,2974.45,82,2.73
21473,SWEETHEART CREAM STEEL TABLE RECT,149,2972.5499999999997,86,19.95
23237,SET OF 4 KNICK KNACK TINS LEAF,739,2970.85,116,4.02
23346,SPACEBOY BEAKER,2567,2970.75,138,1.16
22176,BLUE OWL SOFT TOY,1027,2968.05,216,2.89
22477,WATERING CAN GARDEN MARKER,2243,2967.45,183,1.32
22402,MAGNETS PACK OF 4 VINTAGE COLLAGE,3398,2962.81,239,0.87
21477,STRING OF 20 ROSE LIGHTS,262,2962.5,37,11.31
22107,PIZZA PLATE IN BOX,841,2957.3,185,3.52
23323,WHITE WICKER STAR ,1422,2954.7000000000003,270,2.08
23014,GLASS APOTHECARY BOTTLE ELIXIR,798,2951.78,160,3.7
21864,UNION JACK FLAG PASSPORT COVER ,1483,2947.02,259,1.99
22965,3 TRADITIONAl BISCUIT CUTTERS  SET,1423,2946.92,218,2.07
21333,CLASSIC WHITE FRAME,1007,2946.65,197,2.93
22406,MONEY BOX KINGS CHOICE DESIGN,2380,2942.78,171,1.24
21829,DINOSAUR KEYRINGS ASSORTED,14192,2940.0299999999997,300,0.21
23236,DOILEY STORAGE TIN,1082,2934.98,112,2.71
48189,DOOR MAT FRIENDSHIP ,431,2934.31,149,6.81
84849B,FAIRY SOAP SOAP HOLDER,1819,2932.99,226,1.61
22774,RED DRAWER KNOB ACRYLIC EDWARDIAN,2483,2918.71,135,1.18
22194,BLACK DINER WALL CLOCK,353,2918.05,142,8.27
84837,WHITE SWEETHEARTS CABINET 4 DRAWERS,239,2915.25,133,12.2
21812,GARLAND WITH HEARTS AND BELLS,597,2913.15,124,4.88
22428,ENAMEL FIRE BUCKET CREAM,421,2910.9300000000003,158,6.91
23461,SWEETHEART BIRD HOUSE,829,2908.55,83,3.51
21467,CHERRY CROCHET FOOD COVER,951,2905.27,212,3.05
23188,VINTAGE  2 METER FOLDING RULER,1775,2902.4700000000003,155,1.64
22313,OFFICE MUG WARMER PINK,952,2899.54,106,3.05
21240,BLUE POLKADOT CUP,3655,2898.75,270,0.79
22733,3D TRADITIONAL CHRISTMAS STICKERS,2296,2893.04,217,1.26
22347,PIZZA SLICE DISH,2605,2891.4500000000003,74,1.11
21041,RED RETROSPOT OVEN GLOVE DOUBLE,996,2890.2000000000003,200,2.9
21055,TOOL BOX SOFT TOY ,316,2889.64,176,9.14
23242,TREASURE TIN BUFFALO BILL ,1430,2886.0800000000004,187,2.02
21592,RETROSPOT CIGAR BOX MATCHES ,2760,2885.46,279,1.05
21705,BAG 500g SWIRLY MARBLES,2401,2883.21,183,1.2
21447,12 IVORY ROSE PEG PLACE SETTINGS,2377,2882.33,228,1.21
21584,RETROSPOT SMALL TUBE MATCHES,1761,2881.65,219,1.64
82578,KITCHEN METAL SIGN,5391,2879.3500000000004,544,0.53
21519,GIN & TONIC DIET GREETING CARD ,7017,2868.66,436,0.41
21100,CHARLIE AND LOLA CHARLOTTE BAG,2221,2864.05,159,1.29
23035,DRAWER KNOB CERAMIC IVORY,2035,2863.39,165,1.41
21537,RED RETROSPOT PUDDING BOWL,686,2862.5,162,4.17
23393,HOME SWEET HOME CUSHION COVER ,763,2861.25,201,3.75
22794,SWEETHEART WIRE MAGAZINE RACK,362,2851.5,183,7.88
22309,TEA COSY RED  STRIPE,1208,2850.93,169,2.36
15039,SANDALWOOD FAN,4146,2848.9,180,0.69
21192,WHITE BELL HONEYCOMB PAPER ,1845,2842.25,113,1.54
22172,METAL SHELF WITH RAIL ,339,2839.0,156,8.37
23390,DOLLY GIRL MINI BACKPACK,713,2838.9500000000003,144,3.98
84968D,S/16 VINTAGE RED CUTLERY,253,2836.95,17,11.21
23283,DOORMAT VINTAGE LEAVES DESIGN ,426,2833.7000000000003,88,6.65
18098C,PORCELAIN BUTTERFLY OIL BURNER,1123,2832.8500000000004,177,2.52
85049D,BRIGHT BLUES RIBBONS ,2283,2826.39,372,1.24
22071,SMALL WHITE RETROSPOT MUG IN BOX ,1125,2825.37,159,2.51
84279B,CHERRY BLOSSOM DECORATIVE FLASK,777,2820.15,188,3.63
21206,STRAWBERRY HONEYCOMB  GARLAND ,2058,2819.7,190,1.37
21990,MODERN FLORAL STATIONERY SET,1786,2818.3,233,1.58
22154,ANGEL DECORATION 3 BUTTONS ,6808,2816.16,227,0.41
22944,CHRISTMAS METAL POSTCARD WITH BELLS,4185,2813.03,102,0.67
23182,TOILET SIGN OCCUPIED OR VACANT,3378,2807.69,254,0.83
22037,ROBOT BIRTHDAY CARD,6751,2806.0,474,0.42
22972,CHILDREN'S SPACEBOY MUG,1722,2802.26,186,1.63
21706,"FOLDING UMBRELLA , RED/WHITE SPOT",900,2799.0,90,3.11
21354,TOAST ITS - BEST MUM,2401,2797.25,169,1.17
23329,DECORATIVE WICKER HEART LARGE,1701,2794.65,215,1.64
22710,WRAP I LOVE LONDON ,7104,2787.68,168,0.39
84909A,PINK PAISLEY QUILT ,208,2784.8,29,13.39
21507,"ELEPHANT, BIRTHDAY CARD, ",6890,2782.92,398,0.4
22712,CARD DOLLY GIRL ,7009,2777.73,345,0.4
23056,FLOWERS CHANDELIER T-LIGHT HOLDER,863,2770.91,36,3.21
47504K,ENGLISH ROSE GARDEN SECATEURS,2580,2769.64,263,1.07
21796,SET OF 3 RED STRIPE BASKETS,323,2769.44,66,8.57
84279P,CHERRY BLOSSOM  DECORATIVE FLASK,749,2762.67,215,3.69
21626,VINTAGE UNION JACK PENNANT,1415,2759.25,159,1.95
23290,SPACEBOY CHILDRENS BOWL,2367,2757.15,174,1.16
21239,PINK  SPOTTY CUP,3390,2756.7,296,0.81
85114B,IVORY ENCHANTED FOREST PLACEMAT,1753,2756.45,157,1.57
23345, DOLLY GIRL BEAKER,2394,2754.5,133,1.15
23354,6 GIFT TAGS 50'S CHRISTMAS ,3343,2750.9300000000003,261,0.82
22925,BLUE GIANT GARDEN THERMOMETER,465,2743.77,171,5.9
22674,FRENCH TOILET SIGN BLUE METAL,2267,2741.48,243,1.21
23051,RECYCLED ACAPULCO MAT BLUE,335,2741.35,133,8.18
22095,LADS ONLY TISSUE BOX,2820,2741.16,188,0.97
22955,36 FOIL STAR CAKE CASES ,1404,2740.04,156,1.95
22963,JAM JAR WITH GREEN LID,3450,2733.6,220,0.79
22480,RED TEA TOWEL CLASSIC DESIGN,2272,2730.56,245,1.2
21820,GLITTER HEART GARLAND WITH BELLS ,740,2724.71,134,3.68
84813,SET OF 4 DIAMOND NAPKIN RINGS,379,2722.47,69,7.18
16161U,WRAP SUKI AND FRIENDS,6676,2721.92,208,0.41
