Invoice,StockCode,Description,Quantity,InvoiceDate,Price,Customer ID,Country
503992,35821B,gone,-21,2010-04-09 11:02:00,0.0,,United Kingdom
503993,35824C,damaged,-58,2010-04-09 11:02:00,0.0,,United Kingdom
504194,84467,,-40,2010-04-12 10:12:00,0.0,,United Kingdom
504309,22197,,-1020,2010-04-12 14:38:00,0.0,,United Kingdom
504311,22197,,-9200,2010-04-12 14:39:00,0.0,,United Kingdom
504364,22037,,-108,2010-04-13 10:48:00,0.0,,United Kingdom
504445,22467,,-1800,2010-04-13 14:38:00,0.0,,United Kingdom
504455,22528,,-4800,2010-04-13 15:34:00,0.0,,United Kingdom
504457,22558,,-4800,2010-04-13 15:35:00,0.0,,United Kingdom
504531,47570,,-20,2010-04-14 11:40:00,0.0,,United Kingdom
504530,47570,,-114,2010-04-14 11:40:00,0.0,,United Kingdom
504590,84578,damages,-52,2010-04-15 10:25:00,0.0,,United Kingdom
504839,21757,,-18,2010-04-16 15:21:00,0.0,,United Kingdom
505149,84932D,damages,-16,2010-04-20 11:38:00,0.0,,United Kingdom
505216,84466,,-140,2010-04-21 10:18:00,0.0,,United Kingdom
505285,85221,?,-1120,2010-04-21 11:48:00,0.0,,United Kingdom
505457,72760B,,-26,2010-04-22 11:35:00,0.0,,United Kingdom
505638,21929,?,-420,2010-04-23 13:41:00,0.0,,United Kingdom
505687,84932B,,-13,2010-04-23 16:51:00,0.0,,United Kingdom
505690,85164B,,-12,2010-04-23 17:54:00,0.0,,United Kingdom
505691,85119,,-40,2010-04-23 17:55:00,0.0,,United Kingdom
505692,21504,,-100,2010-04-23 17:56:00,0.0,,United Kingdom
505693,21892,,-80,2010-04-23 17:56:00,0.0,,United Kingdom
505749,35972,,-170,2010-04-26 09:25:00,0.0,,United Kingdom
505750,21672,,-80,2010-04-26 09:27:00,0.0,,United Kingdom
505751,16202E,,-46,2010-04-26 09:29:00,0.0,,United Kingdom
505752,35824P,damages,-26,2010-04-26 09:41:00,0.0,,United Kingdom
505753,72750A,damages,-54,2010-04-26 09:43:00,0.0,,United Kingdom
505754,84869,damages,-13,2010-04-26 09:43:00,0.0,,United Kingdom
505758,79341,,-135,2010-04-26 10:18:00,0.0,,United Kingdom
505759,79342B,,-173,2010-04-26 10:19:00,0.0,,United Kingdom
505760,79323B,,-127,2010-04-26 10:20:00,0.0,,United Kingdom
505761,79323G,,-84,2010-04-26 10:21:00,0.0,,United Kingdom
505764,79323LP,,-8,2010-04-26 10:25:00,0.0,,United Kingdom
505763,79323GR,,-240,2010-04-26 10:25:00,0.0,,United Kingdom
505765,79323P,,-218,2010-04-26 10:26:00,0.0,,United Kingdom
505767,79323S,,-88,2010-04-26 10:26:00,0.0,,United Kingdom
505768,79323W,,-136,2010-04-26 10:27:00,0.0,,United Kingdom
505892,21955,,-44,2010-04-26 14:37:00,0.0,,United Kingdom
506101,21858,dirty,-1,2010-04-27 13:12:00,0.0,,United Kingdom
506102,21853,,-3,2010-04-27 13:12:00,0.0,,United Kingdom
506280,47505,Damp and rusty,-420,2010-04-28 16:01:00,0.0,,United Kingdom
506307,84599,,-24,2010-04-29 10:50:00,0.0,,United Kingdom
506379,47505,,-20,2010-04-29 12:18:00,0.0,,United Kingdom
506567,84837,,-30,2010-04-30 12:53:00,0.0,,United Kingdom
506568,84837,,-10,2010-04-30 12:53:00,0.0,,United Kingdom
506648,84016,invoice 506647,-299,2010-04-30 16:24:00,0.0,,United Kingdom
506666,72800A,,-148,2010-04-30 17:16:00,0.0,,United Kingdom
506668,21169,,-98,2010-04-30 17:16:00,0.0,,United Kingdom
506667,85231E,,-234,2010-04-30 17:16:00,0.0,,United Kingdom
506670,21670,,-54,2010-04-30 17:18:00,0.0,,United Kingdom
506672,85121B,,-15,2010-04-30 17:19:00,0.0,,United Kingdom
506671,22348,,-97,2010-04-30 17:19:00,0.0,,United Kingdom
506725,90162A,,-145,2010-05-04 10:03:00,0.0,,United Kingdom
506736,84795D,missing,-240,2010-05-04 10:26:00,0.0,,United Kingdom
506745,84937,Amazon sold as set,-70,2010-05-04 11:27:00,0.0,,United Kingdom
506746,84937,Dotcom sold as set,-420,2010-05-04 11:29:00,0.0,,United Kingdom
506749,17129F,17129c,-72,2010-05-04 11:33:00,0.0,,United Kingdom
506823,72023F,,-81,2010-05-04 13:05:00,0.0,,United Kingdom
506824,72606A,,-42,2010-05-04 13:05:00,0.0,,United Kingdom
506838,84937,,-257,2010-05-04 13:52:00,0.0,,United Kingdom
506866,84270,?,-3000,2010-05-04 15:20:00,0.0,,United Kingdom
506868,75149N,,-1,2010-05-04 15:24:00,0.0,,United Kingdom
506955,16050,,-843,2010-05-05 11:45:00,0.0,,United Kingdom
506973,16244B,,-4,2010-05-05 12:41:00,0.0,,United Kingdom
506975,45016,ebay sales,-130,2010-05-05 12:44:00,0.0,,United Kingdom
507004,21092,phil said so,-20,2010-05-05 14:19:00,0.0,,United Kingdom
507154,84858A,wet and rotting,-100,2010-05-06 13:32:00,0.0,,United Kingdom
507155,84858B,wet & rotting,-200,2010-05-06 13:32:00,0.0,,United Kingdom
507162,21869,,-122,2010-05-06 14:14:00,0.0,,United Kingdom
507168,84798B,,-30,2010-05-06 14:32:00,0.0,,United Kingdom
507169,84802A,,-90,2010-05-06 14:33:00,0.0,,United Kingdom
507172,84688,,-40,2010-05-06 14:50:00,0.0,,United Kingdom
507173,84925F,,-50,2010-05-06 14:51:00,0.0,,United Kingdom
507174,84807,display,-180,2010-05-06 14:57:00,0.0,,United Kingdom
507182,85117,,-70,2010-05-06 15:27:00,0.0,,United Kingdom
507188,35974,,-6,2010-05-06 16:13:00,0.0,,United Kingdom
507189,84934,,-80,2010-05-06 16:13:00,0.0,,United Kingdom
507192,85017A,wrong ctn size,-626,2010-05-06 16:18:00,0.0,,United Kingdom
507257,84867A,,-29,2010-05-07 11:52:00,0.0,,United Kingdom
507262,35085E,,-27,2010-05-07 12:20:00,0.0,,United Kingdom
507267,22192,,-4,2010-05-07 12:24:00,0.0,,United Kingdom
507268,84670,missing,-3340,2010-05-07 12:32:00,0.0,,United Kingdom
507441,35809B,,-73,2010-05-10 09:25:00,0.0,,United Kingdom
507442,84250M,,-50,2010-05-10 09:27:00,0.0,,United Kingdom
507444,21335,,-42,2010-05-10 09:36:00,0.0,,United Kingdom
507645,84858A,,-6,2010-05-10 15:28:00,0.0,,United Kingdom
507670,22253,,-61,2010-05-11 09:01:00,0.0,,United Kingdom
507671,72785A,,-9,2010-05-11 09:05:00,0.0,,United Kingdom
507672,72805,,-2,2010-05-11 09:06:00,0.0,,United Kingdom
507675,20883,,-35,2010-05-11 09:32:00,0.0,,United Kingdom
507677,20891,,-85,2010-05-11 09:37:00,0.0,,United Kingdom
507679,20890,,-30,2010-05-11 09:40:00,0.0,,United Kingdom
507681,72751A,,-11,2010-05-11 09:46:00,0.0,,United Kingdom
507680,72751B,,-9,2010-05-11 09:46:00,0.0,,United Kingdom
507683,72753C,,-3,2010-05-11 09:48:00,0.0,,United Kingdom
507684,20877,,-34,2010-05-11 09:50:00,0.0,,United Kingdom
507686,72771B,,-87,2010-05-11 09:53:00,0.0,,United Kingdom
507688,22423,smashed,-32,2010-05-11 09:56:00,0.0,,United Kingdom
507708,22423,damaged,-90,2010-05-11 11:18:00,0.0,,United Kingdom
507709,17033,sold as 17003?,-2200,2010-05-11 11:20:00,0.0,,United Kingdom
507714,20942,,-8,2010-05-11 11:37:00,0.0,,United Kingdom
507729,72084B,,-71,2010-05-11 12:04:00,0.0,,United Kingdom
507730,84340,,-61,2010-05-11 12:04:00,0.0,,United Kingdom
507731,35630B,,-75,2010-05-11 12:05:00,0.0,,United Kingdom
507733,35631A,,-119,2010-05-11 12:06:00,0.0,,United Kingdom
507734,85007,,-13,2010-05-11 12:09:00,0.0,,United Kingdom
507763,84932B,,-4,2010-05-11 12:22:00,0.0,,United Kingdom
507778,16169A,,-23,2010-05-11 12:26:00,0.0,,United Kingdom
507803,85089,,-23,2010-05-11 12:48:00,0.0,,United Kingdom
507804,20693,,-5,2010-05-11 12:49:00,0.0,,United Kingdom
507808,84899E,,-26,2010-05-11 12:49:00,0.0,,United Kingdom
507809,84899F,,-49,2010-05-11 12:50:00,0.0,,United Kingdom
507810,84537B,,-16,2010-05-11 12:50:00,0.0,,United Kingdom
507812,84251F,,-90,2010-05-11 12:51:00,0.0,,United Kingdom
507811,10124C,,-5,2010-05-11 12:51:00,0.0,,United Kingdom
507815,21498,,-359,2010-05-11 12:52:00,0.0,,United Kingdom
507814,85179B,,-82,2010-05-11 12:52:00,0.0,,United Kingdom
507817,21499,,-259,2010-05-11 12:53:00,0.0,,United Kingdom
507820,84569A,,-89,2010-05-11 13:07:00,0.0,,United Kingdom
507823,84519D,,-36,2010-05-11 13:08:00,0.0,,United Kingdom
507822,84569C,,-120,2010-05-11 13:08:00,0.0,,United Kingdom
507825,22148,,-8,2010-05-11 13:09:00,0.0,,United Kingdom
507828,84195,,-201,2010-05-11 13:10:00,0.0,,United Kingdom
507827,85226B,,-125,2010-05-11 13:10:00,0.0,,United Kingdom
507830,84529A,,-310,2010-05-11 13:23:00,0.0,,United Kingdom
507832,35652,,-1,2010-05-11 13:24:00,0.0,,United Kingdom
507835,20953,,-7,2010-05-11 13:25:00,0.0,,United Kingdom
507834,20848,,-8,2010-05-11 13:25:00,0.0,,United Kingdom
507836,21556,,-27,2010-05-11 13:25:00,0.0,,United Kingdom
507849,84532B,,-12,2010-05-11 14:49:00,0.0,,United Kingdom
507852,17084A,,-32,2010-05-11 14:50:00,0.0,,United Kingdom
507850,84948,,-30,2010-05-11 14:50:00,0.0,,United Kingdom
507851,17084J,,-79,2010-05-11 14:50:00,0.0,,United Kingdom
507854,17011B,,-30,2010-05-11 14:51:00,0.0,,United Kingdom
507855,17013F,,-8,2010-05-11 14:52:00,0.0,,United Kingdom
507856,72225D,?,-966,2010-05-11 14:53:00,0.0,,United Kingdom
507857,35968,,-160,2010-05-11 14:53:00,0.0,,United Kingdom
507858,79329,,-26,2010-05-11 14:53:00,0.0,,United Kingdom
507859,72129,,-17,2010-05-11 14:54:00,0.0,,United Kingdom
507860,21610,,-110,2010-05-11 14:54:00,0.0,,United Kingdom
507862,20938,,-109,2010-05-11 14:55:00,0.0,,United Kingdom
507861,72024U,,-106,2010-05-11 14:55:00,0.0,,United Kingdom
507863,20935,,-37,2010-05-11 14:55:00,0.0,,United Kingdom
507864,21691,,-34,2010-05-11 14:56:00,0.0,,United Kingdom
507865,21690,,-101,2010-05-11 14:56:00,0.0,,United Kingdom
507866,72709,,-50,2010-05-11 14:56:00,0.0,,United Kingdom
507870,85231K,,-145,2010-05-11 14:58:00,0.0,,United Kingdom
507871,21671,?,-144,2010-05-11 14:59:00,0.0,,United Kingdom
507873,20820,damages,-143,2010-05-11 14:59:00,0.0,,United Kingdom
507872,21668,,-15,2010-05-11 14:59:00,0.0,,United Kingdom
507874,20821,damages,-194,2010-05-11 15:00:00,0.0,,United Kingdom
507875,85023C,,-6,2010-05-11 15:00:00,0.0,,United Kingdom
507876,47420,?,-1000,2010-05-11 15:01:00,0.0,,United Kingdom
507878,79140,,-25,2010-05-11 15:01:00,0.0,,United Kingdom
507884,20784,,-16,2010-05-11 16:04:00,0.0,,United Kingdom
507887,20787,,-72,2010-05-11 16:06:00,0.0,,United Kingdom
507893,84705F,,-3,2010-05-11 17:04:00,0.0,,United Kingdom
507894,84705A,,-4,2010-05-11 17:04:00,0.0,,United Kingdom
507895,85166B,,-14,2010-05-11 17:05:00,0.0,,United Kingdom
507896,35638A,,-40,2010-05-11 17:05:00,0.0,,United Kingdom
507899,84706F,,-13,2010-05-11 17:06:00,0.0,,United Kingdom
507898,21644,,-105,2010-05-11 17:06:00,0.0,,United Kingdom
507897,21647,,-220,2010-05-11 17:06:00,0.0,,United Kingdom
507900,84706E,,-40,2010-05-11 17:07:00,0.0,,United Kingdom
507901,21169,,-1,2010-05-11 17:07:00,0.0,,United Kingdom
507902,21181,missing,-225,2010-05-11 17:08:00,0.0,,United Kingdom
507903,21134,,-400,2010-05-11 17:11:00,0.0,,United Kingdom
507904,21902,,-180,2010-05-11 17:11:00,0.0,,United Kingdom
507905,21185,,-18,2010-05-11 17:12:00,0.0,,United Kingdom
507907,20760,,-50,2010-05-11 17:12:00,0.0,,United Kingdom
507906,20759,,-130,2010-05-11 17:12:00,0.0,,United Kingdom
507908,20758,,-190,2010-05-11 17:12:00,0.0,,United Kingdom
507910,21549,,-1,2010-05-11 17:13:00,0.0,,United Kingdom
507911,21553,,-1,2010-05-11 17:13:00,0.0,,United Kingdom
507909,35643,,-60,2010-05-11 17:13:00,0.0,,United Kingdom
507912,21550,,-8,2010-05-11 17:14:00,0.0,,United Kingdom
507913,10120,Zebra invcing error,-9000,2010-05-11 17:16:00,0.0,,United Kingdom
507925,16202C,,-1,2010-05-12 10:05:00,0.0,,United Kingdom
507927,35973,,-61,2010-05-12 10:07:00,0.0,,United Kingdom
507929,35609A,,-44,2010-05-12 10:08:00,0.0,,United Kingdom
507928,35950,,-101,2010-05-12 10:08:00,0.0,,United Kingdom
507930,35607B,,-120,2010-05-12 10:09:00,0.0,,United Kingdom
507931,35607A,,-100,2010-05-12 10:09:00,0.0,,United Kingdom
507933,20910,,-12,2010-05-12 10:10:00,0.0,,United Kingdom
507936,20897,,-11,2010-05-12 10:11:00,0.0,,United Kingdom
507935,20898,,-24,2010-05-12 10:11:00,0.0,,United Kingdom
507937,20895,,-34,2010-05-12 10:11:00,0.0,,United Kingdom
507934,20906,,-86,2010-05-12 10:11:00,0.0,,United Kingdom
507938,16255,,-76,2010-05-12 10:12:00,0.0,,United Kingdom
507939,16254,,-4,2010-05-12 10:18:00,0.0,,United Kingdom
507941,84575B,,-36,2010-05-12 10:21:00,0.0,,United Kingdom
507942,84743C,,-43,2010-05-12 10:26:00,0.0,,United Kingdom
507945,10134,,-12,2010-05-12 10:31:00,0.0,,United Kingdom
507946,84934,,-80,2010-05-12 10:32:00,0.0,,United Kingdom
507947,84466,,-2,2010-05-12 10:33:00,0.0,,United Kingdom
507951,20857,,-14,2010-05-12 10:34:00,0.0,,United Kingdom
507949,16020C,,-33,2010-05-12 10:34:00,0.0,,United Kingdom
507957,20863,,-67,2010-05-12 10:35:00,0.0,,United Kingdom
507952,20856,,-42,2010-05-12 10:35:00,0.0,,United Kingdom
507954,20855,,-70,2010-05-12 10:35:00,0.0,,United Kingdom
507962,85086B,,-33,2010-05-12 10:36:00,0.0,,United Kingdom
507959,20862,,-70,2010-05-12 10:36:00,0.0,,United Kingdom
507964,20775,,-80,2010-05-12 10:37:00,0.0,,United Kingdom
507966,20757,,-160,2010-05-12 10:37:00,0.0,,United Kingdom
507968,20756,,-89,2010-05-12 10:37:00,0.0,,United Kingdom
508000,84030E,,-2,2010-05-12 11:47:00,0.0,,United Kingdom
508005,21478,,-34,2010-05-12 11:49:00,0.0,,United Kingdom
508004,21482,,-193,2010-05-12 11:49:00,0.0,,United Kingdom
508006,21099,,-66,2010-05-12 11:50:00,0.0,,United Kingdom
508008,21085,,-12,2010-05-12 11:51:00,0.0,,United Kingdom
508007,21097,,-23,2010-05-12 11:51:00,0.0,,United Kingdom
508009,21247,,-25,2010-05-12 11:54:00,0.0,,United Kingdom
508011,21665,,-28,2010-05-12 11:54:00,0.0,,United Kingdom
508010,20748,,-120,2010-05-12 11:54:00,0.0,,United Kingdom
508015,35918B,,-7,2010-05-12 11:56:00,0.0,,United Kingdom
508018,85078,missing,-2300,2010-05-12 11:57:00,0.0,,United Kingdom
508017,21396,,-23,2010-05-12 11:57:00,0.0,,United Kingdom
508016,72051S,,-82,2010-05-12 11:57:00,0.0,,United Kingdom
508019,21871,,-75,2010-05-12 11:58:00,0.0,,United Kingdom
508020,21869,,-3,2010-05-12 11:58:00,0.0,,United Kingdom
508021,37409,,-7,2010-05-12 11:59:00,0.0,,United Kingdom
508022,37408,,-15,2010-05-12 11:59:00,0.0,,United Kingdom
508024,35265,,-12,2010-05-12 12:00:00,0.0,,United Kingdom
508023,84562B,,-5,2010-05-12 12:00:00,0.0,,United Kingdom
508025,17129D,,-3,2010-05-12 12:00:00,0.0,,United Kingdom
508026,35233,,-1,2010-05-12 12:02:00,0.0,,United Kingdom
508028,84990,,-92,2010-05-12 12:04:00,0.0,,United Kingdom
508033,82607E,,-7,2010-05-12 12:06:00,0.0,,United Kingdom
508034,84845D,,-3,2010-05-12 12:06:00,0.0,,United Kingdom
508035,84762C,,-13,2010-05-12 12:07:00,0.0,,United Kingdom
508046,85090,,-108,2010-05-12 12:28:00,0.0,,United Kingdom
508229,47566B,missing,-480,2010-05-13 17:18:00,0.0,,United Kingdom
508230,21639,,-312,2010-05-13 17:25:00,0.0,,United Kingdom
508232,84926B,,-1,2010-05-13 17:28:00,0.0,,United Kingdom
508234,21929,,-52,2010-05-13 18:29:00,0.0,,United Kingdom
508350,35816B,damaged,-17,2010-05-14 12:26:00,0.0,,United Kingdom
508369,20786,,-2,2010-05-14 13:25:00,0.0,,United Kingdom
508510,21347,,-1,2010-05-17 09:32:00,0.0,,United Kingdom
508511,21299,,-2,2010-05-17 09:35:00,0.0,,United Kingdom
508512,21343,,-1,2010-05-17 09:36:00,0.0,,United Kingdom
508513,21298,,-2,2010-05-17 09:37:00,0.0,,United Kingdom
508514,18097B,,-5,2010-05-17 09:37:00,0.0,,United Kingdom
508515,20845,,-29,2010-05-17 09:38:00,0.0,,United Kingdom
508516,21276,,-8,2010-05-17 09:41:00,0.0,,United Kingdom
508518,18098A,,-21,2010-05-17 09:43:00,0.0,,United Kingdom
508517,18098B,,-3,2010-05-17 09:43:00,0.0,,United Kingdom
508519,35900,,-28,2010-05-17 09:44:00,0.0,,United Kingdom
508528,21749,MIA,-235,2010-05-17 11:07:00,0.0,,United Kingdom
508607,85186B,,-105,2010-05-17 12:41:00,0.0,,United Kingdom
508608,72751C,,-4,2010-05-17 12:42:00,0.0,,United Kingdom
508655,35071,,-200,2010-05-17 16:05:00,0.0,,United Kingdom
508656,21736,,-111,2010-05-17 16:11:00,0.0,,United Kingdom
508657,21338,,-3,2010-05-17 16:14:00,0.0,,United Kingdom
508658,35908C,,-59,2010-05-17 16:17:00,0.0,,United Kingdom
508660,35644,,-6,2010-05-17 16:22:00,0.0,,United Kingdom
508662,84255B,,-1,2010-05-17 16:23:00,0.0,,United Kingdom
508665,21027,,-80,2010-05-17 16:25:00,0.0,,United Kingdom
508667,84901,,-20,2010-05-17 16:26:00,0.0,,United Kingdom
508666,90167,,-330,2010-05-17 16:26:00,0.0,,United Kingdom
508668,84582,,-1,2010-05-17 16:27:00,0.0,,United Kingdom
508670,85135A,,-13,2010-05-17 16:28:00,0.0,,United Kingdom
508669,85136B,,-46,2010-05-17 16:28:00,0.0,,United Kingdom
508671,84529B,,-2,2010-05-17 16:30:00,0.0,,United Kingdom
508672,84874B,,-6,2010-05-17 16:31:00,0.0,,United Kingdom
508673,16151A,,-55,2010-05-17 16:36:00,0.0,,United Kingdom
508674,84621,,-1,2010-05-17 16:37:00,0.0,,United Kingdom
508676,84907,,-18,2010-05-17 16:39:00,0.0,,United Kingdom
508678,84906,,-6,2010-05-17 16:41:00,0.0,,United Kingdom
508679,84472,,-2,2010-05-17 16:41:00,0.0,,United Kingdom
508682,84656,,-1,2010-05-17 16:43:00,0.0,,United Kingdom
508683,84653,,-1,2010-05-17 16:43:00,0.0,,United Kingdom
508685,84601A,,-89,2010-05-17 16:48:00,0.0,,United Kingdom
508686,22177,,-8,2010-05-17 16:53:00,0.0,,United Kingdom
508689,21300,,-8,2010-05-17 16:55:00,0.0,,United Kingdom
508690,84306,,-22,2010-05-17 16:56:00,0.0,,United Kingdom
508691,21304,,-7,2010-05-17 16:57:00,0.0,,United Kingdom
508692,21303,,-8,2010-05-17 16:58:00,0.0,,United Kingdom
508693,21730,,-11,2010-05-17 16:58:00,0.0,,United Kingdom
508694,85147,,-12,2010-05-17 17:01:00,0.0,,United Kingdom
508696,21728,,-9,2010-05-17 17:02:00,0.0,,United Kingdom
508697,84427B,,-2,2010-05-17 17:04:00,0.0,,United Kingdom
508701,22191,,-10,2010-05-17 17:05:00,0.0,,United Kingdom
508700,22192,,-1,2010-05-17 17:05:00,0.0,,United Kingdom
508702,84387A,,-14,2010-05-17 17:07:00,0.0,,United Kingdom
508704,85221,,-31,2010-05-17 17:10:00,0.0,,United Kingdom
508705,21438,,-26,2010-05-17 17:10:00,0.0,,United Kingdom
508703,85211,,-40,2010-05-17 17:10:00,0.0,,United Kingdom
508706,20896,,-15,2010-05-17 17:11:00,0.0,,United Kingdom
508708,85190,,-163,2010-05-17 17:12:00,0.0,,United Kingdom
508710,44241C,,-15,2010-05-17 17:13:00,0.0,,United Kingdom
508709,85214,,-196,2010-05-17 17:13:00,0.0,,United Kingdom
508711,16256C,,-300,2010-05-17 17:14:00,0.0,,United Kingdom
508713,20991,,-134,2010-05-17 17:15:00,0.0,,United Kingdom
508715,37379B,,-2,2010-05-17 17:17:00,0.0,,United Kingdom
508716,37379A,,-106,2010-05-17 17:18:00,0.0,,United Kingdom
508717,37508,,-14,2010-05-17 17:21:00,0.0,,United Kingdom
508719,17108D,,-3,2010-05-17 17:22:00,0.0,,United Kingdom
508720,71434B,,-11,2010-05-17 17:24:00,0.0,,United Kingdom
508722,45013,,-20,2010-05-17 17:24:00,0.0,,United Kingdom
508799,22456,,-25,2010-05-18 12:47:00,0.0,,United Kingdom
508855,84807,damages,-40,2010-05-18 15:14:00,0.0,,United Kingdom
508860,84078A,damages etc,-16,2010-05-18 15:35:00,0.0,,United Kingdom
508862,84762A,,-13,2010-05-18 15:51:00,0.0,,United Kingdom
508863,84313A,,-18,2010-05-18 16:08:00,0.0,,United Kingdom
509013,72038B,damaged,-244,2010-05-19 13:35:00,0.0,,United Kingdom
509016,84625B,Damaged,-47,2010-05-19 13:43:00,0.0,,United Kingdom
509277,75049L,,-6,2010-05-21 11:34:00,0.0,,United Kingdom
509280,20791,,-5,2010-05-21 11:38:00,0.0,,United Kingdom
509282,84770,,-3,2010-05-21 11:40:00,0.0,,United Kingdom
509283,21273,,-2,2010-05-21 11:42:00,0.0,,United Kingdom
509285,37492D,,-27,2010-05-21 11:46:00,0.0,,United Kingdom
509286,85184B,,-8,2010-05-21 11:48:00,0.0,,United Kingdom
509288,21674,,-1,2010-05-21 11:51:00,0.0,,United Kingdom
509289,21335,,-4,2010-05-21 11:52:00,0.0,,United Kingdom
509290,21839,,-15,2010-05-21 11:53:00,0.0,,United Kingdom
509291,44091C,,-6,2010-05-21 11:53:00,0.0,,United Kingdom
509298,84773,,-16,2010-05-21 11:57:00,0.0,,United Kingdom
509299,84824,,-4,2010-05-21 11:59:00,0.0,,United Kingdom
509301,37491D,,-4,2010-05-21 12:00:00,0.0,,United Kingdom
509305,35537,,-16,2010-05-21 12:01:00,0.0,,United Kingdom
509304,37491B,,-7,2010-05-21 12:01:00,0.0,,United Kingdom
509306,84499,,-43,2010-05-21 12:02:00,0.0,,United Kingdom
509308,22244,,-37,2010-05-21 12:04:00,0.0,,United Kingdom
509309,22243,,-15,2010-05-21 12:04:00,0.0,,United Kingdom
509310,21698,,-400,2010-05-21 12:06:00,0.0,,United Kingdom
509312,21437,,-1,2010-05-21 12:07:00,0.0,,United Kingdom
509314,21388,,-119,2010-05-21 12:08:00,0.0,,United Kingdom
509315,16215,,-86,2010-05-21 12:08:00,0.0,,United Kingdom
509316,16212,,-205,2010-05-21 12:09:00,0.0,,United Kingdom
509317,20980,,-10,2010-05-21 12:09:00,0.0,,United Kingdom
509318,20976,,-17,2010-05-21 12:10:00,0.0,,United Kingdom
509319,20799,,-15,2010-05-21 12:10:00,0.0,,United Kingdom
509320,20824,,-74,2010-05-21 12:10:00,0.0,,United Kingdom
509325,21041,,-21,2010-05-21 12:12:00,0.0,,United Kingdom
509323,21038,,-20,2010-05-21 12:12:00,0.0,,United Kingdom
509324,21040,,-30,2010-05-21 12:12:00,0.0,,United Kingdom
509326,21157,,-15,2010-05-21 12:13:00,0.0,,United Kingdom
509327,37489C,,-11,2010-05-21 12:13:00,0.0,,United Kingdom
509328,37489D,,-12,2010-05-21 12:14:00,0.0,,United Kingdom
509329,37489B,,-14,2010-05-21 12:14:00,0.0,,United Kingdom
509331,37348,,-3,2010-05-21 12:15:00,0.0,,United Kingdom
509330,37482B,,-130,2010-05-21 12:15:00,0.0,,United Kingdom
509332,85053,,-50,2010-05-21 12:17:00,0.0,,United Kingdom
509334,37487B,,-9,2010-05-21 12:21:00,0.0,,United Kingdom
509335,84753A,,-1,2010-05-21 12:22:00,0.0,,United Kingdom
509336,21387,,-19,2010-05-21 12:23:00,0.0,,United Kingdom
509541,35793,,-50,2010-05-24 12:26:00,0.0,,United Kingdom
509547,21698,,-80,2010-05-24 12:35:00,0.0,,United Kingdom
509571,85162C,,-70,2010-05-24 13:28:00,0.0,,United Kingdom
509594,35160,,-590,2010-05-24 15:21:00,0.0,,United Kingdom
509599,37422,,-250,2010-05-24 15:44:00,0.0,,United Kingdom
509643,17165B,,-190,2010-05-25 11:25:00,0.0,,United Kingdom
509774,21267,,-22,2010-05-25 16:48:00,0.0,,United Kingdom
509775,35840,,-78,2010-05-25 16:49:00,0.0,,United Kingdom
509776,20690,,-3,2010-05-25 16:50:00,0.0,,United Kingdom
509781,35979,,-70,2010-05-25 17:06:00,0.0,,United Kingdom
509780,84615,,-8,2010-05-25 17:06:00,0.0,,United Kingdom
509783,35980B,,-17,2010-05-25 17:08:00,0.0,,United Kingdom
509782,21705,,-10,2010-05-25 17:08:00,0.0,,United Kingdom
509785,84559D,,-20,2010-05-25 17:10:00,0.0,,United Kingdom
509786,21726,,-50,2010-05-25 17:10:00,0.0,,United Kingdom
509787,21723,,-40,2010-05-25 17:10:00,0.0,,United Kingdom
509788,22130,sold in wrong qnty,-800,2010-05-25 17:11:00,0.0,,United Kingdom
509789,47016,,-23,2010-05-25 17:11:00,0.0,,United Kingdom
509791,84622,,-33,2010-05-25 17:12:00,0.0,,United Kingdom
509792,45008C,,-38,2010-05-25 17:13:00,0.0,,United Kingdom
509794,16239,,-7,2010-05-25 17:16:00,0.0,,United Kingdom
509797,82585,,-13,2010-05-25 17:17:00,0.0,,United Kingdom
509796,84765,,-23,2010-05-25 17:17:00,0.0,,United Kingdom
509799,82587,,-77,2010-05-25 17:18:00,0.0,,United Kingdom
509800,84711A,,-205,2010-05-25 17:19:00,0.0,,United Kingdom
509802,84425A,,-6,2010-05-25 17:19:00,0.0,,United Kingdom
509803,20832,,-150,2010-05-25 17:19:00,0.0,,United Kingdom
509801,20793,,-9,2010-05-25 17:19:00,0.0,,United Kingdom
509804,85129D,,-40,2010-05-25 17:20:00,0.0,,United Kingdom
509805,85129A,,-7,2010-05-25 17:20:00,0.0,,United Kingdom
509806,85129C,,-30,2010-05-25 17:20:00,0.0,,United Kingdom
509807,85129B,,-20,2010-05-25 17:21:00,0.0,,United Kingdom
509808,85130A,,-90,2010-05-25 17:21:00,0.0,,United Kingdom
509809,47503E,,-20,2010-05-25 17:22:00,0.0,,United Kingdom
509811,47504G,,-1,2010-05-25 17:23:00,0.0,,United Kingdom
509812,85117,,-3,2010-05-25 17:23:00,0.0,,United Kingdom
509813,85119,,-11,2010-05-25 17:24:00,0.0,,United Kingdom
509815,84875D,,-10,2010-05-25 17:26:00,0.0,,United Kingdom
509814,84482,,-54,2010-05-25 17:26:00,0.0,,United Kingdom
509816,84875B,,-18,2010-05-25 17:27:00,0.0,,United Kingdom
509818,10138,,-8,2010-05-25 17:28:00,0.0,,United Kingdom
509820,16044,,-48,2010-05-25 17:29:00,0.0,,United Kingdom
509819,16049,,-440,2010-05-25 17:29:00,0.0,,United Kingdom
